204.84640066052674 531.5592543920269 7.0 6.0 2.0 138.3243934019112 118.1998852477654 59.99997362116585 1.0 1.0 1.0
198.19289499428254 549.4041549932514 5.0 5.0 2.0 118.2616233744954 101.55266338433984 49.999933175427714 1.0 1.0 1.0
225.95279954857386 481.9059565428928 5.0 5.0 2.0 134.38704977059865 131.002383543542 49.99996590445602 1.0 1.0 1.0
195.5736011344552 556.7622591616566 7.0 7.0 3.0 132.476166655376 131.71469255911882 59.99992146376957 1.0 1.0 1.0
175.49331390896407 620.4680826557579 7.0 7.0 3.0 131.3963001663194 128.15952752073775 59.99990475325154 1.0 1.0 1.0
200.45487289975972 543.2045548448751 7.0 5.0 3.0 133.4673097088844 104.6159065686835 59.999942387782596 1.0 1.0 1.0
193.01470683219742 564.1435400809366 6.0 7.0 3.0 116.89886029956301 140.62586544175343 59.99996720132117 1.0 1.0 1.0
218.41780214957174 498.53079249206013 6.0 5.0 2.0 131.15530624406563 116.73354958252986 59.99990595931746 1.0 1.0 1.0
200.12598651143617 544.0972554245353 6.0 6.0 3.0 136.3864202171003 123.76216447283906 59.99991202458864 1.0 1.0 1.0
187.00797787491462 582.2639292577812 5.0 5.0 3.0 131.25477249875985 121.17704887478845 59.99990716486792 1.0 1.0 1.0
219.31770023284656 496.48523527465005 5.0 4.0 2.0 119.96165089841037 96.65769297152139 59.99990650116371 1.0 1.0 1.0
197.26600761401073 551.9856224446968 5.0 5.0 2.0 117.41732194767513 116.99785474737206 49.99992090641348 1.0 1.0 1.0
199.5264822043432 545.7320692322103 6.0 5.0 3.0 119.00267375537732 104.20538083187824 59.999930117006954 1.0 1.0 1.0
164.1855389549683 663.2009170421827 6.0 7.0 2.0 111.7469859710593 128.21564697488668 39.99996768229897 1.0 1.0 1.0
190.72419817814892 570.9186408443645 6.0 6.0 4.0 112.24923671482827 113.77086154724674 59.99994142073325 1.0 1.0 1.0
